Node ID,Node Name,Zone ID,Reserve ID
12176,LD.PLUMTREE13.8,4004,7001
4202,LD.PLYMOUTH13.8,4006,7000
4615,LD.PODICK  13.8,4007,7000
4370,LD.PONDVIL 69,4007,7000
4282,LD.PONTIAC 12.5,4005,7000
539,UN.PONTOOK 34.5PONT,4002,7000
46974,LD.POOTATCK13.8,4004,7001
4548,LD.PORTLAND23,4004,7002
10039,LD.PORTSMTH34.5,4002,7000
540,UN.POTTER  13.8POT2,4006,7000
15484,UN.POTTER  13.8WAT1,4006,7000
15485,UN.POTTER  13.8WAT2,4006,7000
424,UN.POWERSVL115 GNRT,4001,7000
10037,LD.POWERSVL115,4001,7000
4189,LD.PRATT&W 115,4001,7000
4262,LD.PRAT_J  13.8,4007,7000
591,UN.PRID_CRN34.5SWBK,4001,7000
4186,LD.PRID_CRN34.5,4001,7000
46726,LD.PRID_CRN12.5,4001,7000
4895,LD.PROSPCT 69  1X LD,4007,7000
4896,LD.PROSPCT 69  2X LD,4007,7000
4164,LD.PUDDLDCK34.5,4001,7000
4248,LD.PUTNAM  13.8,4008,7003
4287,LD.PUTNM_PK12.5,4005,7000
49406,UN.PUTNAMRD34.5DFLW,4003,7000
4190,LD.QUAKR_HL34.5,4001,7000
363,UN.QUEENCTY13.8BURL,4003,7000
4454,LD.QUEENCTY34.5,4003,7000
4455,LD.QUEENCTY13.8,4003,7000
4423,LD.QUINNIPC13.8,4004,7001
467,UN.RAILYARD23  MARB,4008,7003
4341,LD.RAILYARD13.8,4008,7003
11846,LD.RAILYARD23,4008,7003
4174,LD.RAYMOND 34.5,4001,7000
10602,LD.RAYNHAM 13.8,4006,7000
4297,LD.READ_ST 13.2,4006,7000
47732,LD.READ_ST 23,4006,7000
47736,LD.READ_ST 69,4006,7000
4104,LD.READING 13.8,4008,7003
49395,LD.READING 34.5,4008,7003
4181,LD.REDBROOK34.5,4001,7000
4405,LD.RDSFERRY34.5,4002,7000
546,UN.RESCOS  115 RESC,4008,7003
4415,LD.RESITNCE34.5,4002,7000
4338,LD.REVERE  23,4008,7003
47822,UN.REVERE  23  NECO,4008,7003
1630,UN.RISE    18.0RISE,4005,7000
4158,LD.RICERIPS34.5,4001,7000
4897,LD.RIDGEFLD13.82X LD,4004,7001
4898,LD.RIDGEFLD13.83X LD,4004,7001
40054,UN.RIDGEWOD13.8RIDG,4005,7000
4168,LD.RILEY   12.5,4001,7000
4380,LD.RIMMON  34.5,4002,7000
4220,LD.RVERSIDE13.8,4005,7000
4899,LD.RIVERSDE23  1X LD,4004,7002
4901,LD.RIVERSDE23  3X LD,4004,7002
4419,LD.RCHSTER 34.5,4002,7000
4238,LD.ROCHESTR13.2,4006,7000
4539,LD.ROCKVILE115,4004,7002
49025,LD.ROCKVILE13.8,4004,7002
4545,LD.ROCKY_HL23,4004,7002
4304,LD.RCKY_HL 13.8,4006,7000
739,UN.ROCKY_RV13.8ROCK,4004,7001
5779,LD.ROCKY_RV13.8,4004,7001
11764,AR.ROCKY_RV13.8ROCKP,4004,7001
15097,UN.ROCKY_RV13.8KIMB,4004,7001
568,UN.ROLF_AVE69  SHRW,4007,7000
4321,LD.ROLF_AVE69,4007,7000
10472,LD.ROLF_AVE13.8,4007,7000
37175,UN.ROLLINS 34.5ROLL,4001,7000
16654,LD.ROOD_AVE23,4004,7002
331,UN.ROXBURY 34.5AZIS,4001,7000
14665,UN.ROXBURY 34.5RCHW,4001,7000
37953,LD.ROXBURY 34.5,4001,7000
4137,LD.RUMFORD 12.5,4001,7000
11424,UN.RUMFD_FL11.5RUMH,4001,7000
1255,UN.RUMFD_IP18.0RUMF,4001,7000
4138,LD.RUMFD_IP34.5,4001,7000
4425,LD.SACKETT 13.8,4004,7001
4389,LD.SACO_VLY34.5,4002,7000
4342,LD.SALEM   23,4008,7003
48695,UN.SALEM   18.0SAL5,4008,7003
48696,UN.SALEM   18.0SAL6,4008,7003
4617,LD.SALISBRY69,4004,7002
4229,LD.SANDWICH24.0,4006,7000
4587,LD.SANDY_HK23,4004,7001
4251,LD.SANDY_PD23,4007,7000
6421,LD.SANDY_PD345 SMDINTLD,4007,7000
4192,LD.SANFORD 34.5,4001,7000
1107,UN.SAPHINCK13.8SOMR,4001,7000
4156,LD.SAPHINCK13.8,4001,7000
4618,LD.SASCOCRK115,4004,7001
43789,LD.SAXONVIL13.8,4008,7003
556,UN.SCHILLER115 SCH4,4002,7000
557,UN.SCHILLER115 SCH5,4002,7000
558,UN.SCHILLER115 SCH6,4002,7000
559,UN.SCHILLER115 SCHC,4002,7000
4414,LD.SCHILLER115,4002,7000
4530,LD.SCITICO 23,4004,7002
4205,LD.SCITUATE13.8,4006,7000
4377,LD.SCOBIE  12.5,4002,7000
4102,LD.SCOTIA  13.8,4008,7003
555,UN.SEABROOK24.5SBRK,4002,7000
48717,LD.SEAFOOD 13.8,4008,7003
561,UN.SEARS   69  SEAR,4007,7000
4367,LD.SEARS   69,4007,7000
562,UN.SECREC  69  SECR,4004,7002
563,UN.SEMASS  13.8SEM1,4006,7000
564,UN.SEMASS  13.8SEM2,4006,7000
4185,LD.SEWAL_ST34.5,4001,7000
46681,LD.SEWAL_ST12.5,4001,7000
497,UN.SHAWINGN13.8MPWR,4007,7000
4580,LD.SHAWS_HL13.8,4004,7001
12530,UN.SHEFIELD34.5SHEF,4003,7000
15410,LD.SHELBURN12.5,4003,7000
566,UN.SHEPAUG 69  SHEP,4004,7001
4592,LD.SHEPAUG 69,4004,7001
4117,LD.SHERBORN13.8,4008,7003
567,UN.SHERMAN 115 SHER,4007,7000
39679,LD.SHERWOOD13.8,4004,7001
10906,LD.SHUNOCK 13.8,4004,7002
42374,LD.SHUNPIKE13.2,4005,7000
4522,LD.SILVER  13.8,4007,7000
4266,LD.SLAYTNHL13.8,4002,7000
570,UN.SMITH_HY6.9 SMTH,4002,7000
4902,LD.SNOW_ST 13.2T1 LD,4007,7000
4903,LD.SNOW_ST 13.2T2 LD,4007,7000
4904,LD.SOKANSET23  T1 LD,4005,7000
4905,LD.SOKANSET23  T2 LD,4005,7000
37265,LD.SOMERVIL13.8,4008,7003
43718,LD.SONO    13.8,4004,7001
457,UN.S_BROADW23  LAWH,4007,7000
4353,LD.S_BROADW23,4007,7000
4345,LD.S_DANVRS115,4008,7003
4444,LD.SO_HERO 13.2,4003,7000
572,UN.S_MEADOW13.8SO11,4004,7002
573,UN.S_MEADOW13.8SO12,4004,7002
574,UN.S_MEADOW13.8SO13,4004,7002
575,UN.S_MEADOW13.8SO14,4004,7002
580,UN.S_MEADOW11.5SOM5,4004,7002
581,UN.S_MEADOW11.5SOM6,4004,7002
4535,LD.S_MEADOW23,4004,7002
4406,LD.S_MILFRD34.5,4002,7000
4583,LD.S_NAUGTK13.8,4004,7001
4358,LD.S_RANDOL13.8,4006,7000
4537,LD.S_WINDSR13.8,4004,7002
4293,LD.S_WRENTM23,4006,7000
4607,LD.SOUTHEND13.2,4004,7001
4497,LD.SOTHNGTN27.6,4004,7001
11713,LD.SOTHNGTN13.8,4004,7001
4521,LD.SOUTHWCK23,4007,7000
4114,LD.SPEEN_ST13.8,4008,7003
542,UN.SPRNG_ST34.5PTRR,4001,7000
4179,LD.SPRNG_ST34.5,4001,7000
46950,LD.SPRNG_ST12.5,4001,7000
4449,LD.STALBANS34.5,4003,7000
4446,LD.STJHNSBY34.5,4003,7000
4219,LD.STAPLES 13.8,4005,7000
16184,LD.STEPSTON23,4004,7002
4476,LD.STERLING13.8,4007,7000
15464,UN.STETSON 34.5STET,4001,7000
16612,UN.STETSON 34.5STE2,4001,7000
587,UN.STEVENSN6.9 STEV,4004,7001
4586,LD.STEVENSN27.6,4004,7001
46729,LD.STICKNEY34.5,4001,7000
4558,LD.STCKHOSE13.8,4004,7002
4594,LD.STONY_HL13.8,4004,7001
583,UN.STONYBRK13.2ST2A,4007,7000
584,UN.STONYBRK13.2ST2B,4007,7000
1185,UN.STONYBRK13.2ST1A,4007,7000
1186,UN.STONYBRK13.2ST1B,4007,7000
1187,UN.STONYBRK13.2ST1C,4007,7000
4198,LD.STOUGHTN13.8,4006,7000
16847,LD.STOWE   34.5,4003,7000
4160,LD.STURTVNT34.5,4001,7000
44009,LD.STURTVNT12.5,4001,7000
4115,LD.SUDBURY 13.8,4008,7003
4534,LD.SW_HARTF23,4004,7002
4215,LD.SWANSEA 13.8,4006,7000
4401,LD.SWANZEY 12.5,4002,7000
1432,UN.SYKES_RD13.8FLRV,4006,7000
4196,LD.SYKES_RD13.8,4006,7000
10494,LD.TAFTS_CR34.5,4003,7000
37894,LD.TAFTS_CR12.5,4003,7000
592,UN.TAMWORTH115 TAMW,4002,7000
43968,LD.TASKERFM34.5,4002,7000
375,UN.TAUNTON 13.8CL9C,4006,7000
376,UN.TAUNTON 13.8CLE8,4006,7000
4420,LD.TAUNTON 13.8,4006,7000
4261,LD.TEWKSBRY13.8,4007,7000
4569,LD.THOMASTN13.8,4004,7002
4314,LD.THORNDIK13.2,4007,7000
40045,LD.THORNTON34.5,4002,7000
47314,LD.TILLSON 13.8,4007,7000
43588,LD.TIMBER  34.5,4002,7000
1226,UN.TIVERTON18.0TIVR,4005,7000
4275,LD.TIVERTON12.5,4005,7000
4579,LD.TODD    13.8,4004,7001
4606,LD.TOMAC   27.6,4004,7001
358,UN.TOPSHAM 34.5BRUN,4001,7000
487,UN.TOPSHAM 34.5MILR,4001,7000
532,UN.TOPSHAM 34.5PEJE,4001,7000
4175,LD.TOPSHAM 34.5,4001,7000
595,UN.TORRNGTN69  TT10,4004,7002
10426,LD.TORRNGTN115,4004,7002
49325,UN.TOWANTIC18.0TO1A,4004,7001
49326,UN.TOWANTIC18.0TO1B,4004,7001
15918,LD.TOWER_HL13.0,4005,7000
4560,LD.TRACY   23.0,4004,7002
49370,UN.TRACY   23.0WODS,4004,7002
4439,LD.TRAPFALS13.8,4004,7001
4108,LD.TRAPELO 13.8,4008,7003
16256,LD.TREASURE13.8,4007,7000
47991,UN.TREASURE24.0SOLS,4007,7000
4233,LD.TREMONT 23,4006,7000
15417,LD.TRENTON 34.5,4001,7000
4596,LD.TRIANGLE13.8,4004,7001
14826,LD.TRUMBULL13.8,4004,7001
40260,LD.TUNK    34.5,4001,7000
515,UN.TUNNEL  69  NORJ,4004,7002
596,UN.TUNNEL  23.0TUNN,4004,7002
4559,LD.TUNNEL  23.0,4004,7002
10034,LD.TUNNEL  69,4004,7002
14823,UN.TUNNEL  69  WWTP,4004,7002
50634,UN.TUNNEL  23.0FSNS,4004,7002
4906,LD.UNCASVIL13.21X LD,4004,7002
4907,LD.UNCASVIL13.22X LD,4004,7002
42049,LD.UNCASVIL27.6,4004,7002
46730,LD.UNION   34.5,4001,7000
39677,LD.UNION_AV115,4004,7001
4292,LD.UNION_ST13.8,4006,7000
4269,LD.UXBRIDGE13.8,4006,7000
4218,LD.VALLEY  13.8,4005,7000
47969,LD.VALLEY  23,4005,7000
40299,LD.VALLY_LN34.5,4001,7000
4232,LD.VALLEYNB23,4006,7000
47741,UN.VALLEYNB23  FGW,4006,7000
598,UN.VERGENNE34.5VERD,4003,7000
2435,UN.VERGENNE34.5VRGH,4003,7000
14167,LD.VERGENNE34.5,4003,7000
599,UN.VERNON  69  VERN,4007,7000
4365,LD.VERNON  69,4007,7000
4320,LD.VERNONHL13.8,4007,7000
4467,LD.VERNONRD69,4003,7000
37895,LD.VERNONRD46,4003,7000
4373,LD.WACHUS  69,4007,7000
4908,LD.WAKEFLD 13.8,4008,7003
46977,LD.WALLACE 13.8,4008,7003
1376,UN.WALNGFRD13.8WAL1,4004,7001
1377,UN.WALNGFRD13.8WAL2,4004,7001
1378,UN.WALNGFRD13.8WAL3,4004,7001
1379,UN.WALNGFRD13.8WAL4,4004,7001
1380,UN.WALNGFRD13.8WAL5,4004,7001
4619,LD.WALNGFRD13.8,4004,7001
50025,UN.WALNGFRD13.8WAL6,4004,7001
50026,UN.WALNGFRD13.8WAL7,4004,7001
4121,LD.WALPOLE 14.4,4006,7000
4578,LD.WALREC  115,4004,7001
4089,LD.WALTHAM 13.8,4008,7003
4299,LD.WAMPNOAG12.5,4005,7000
527,UN.WARD_HIL23  OGD,4008,7003
547,UN.WARD_HIL23  RESN,4008,7003
4350,LD.WARD_HIL23,4008,7003
14174,LD.WARD_HIL13.2,4008,7003
4364,LD.WARE    69,4007,7000
4245,LD.WAREHAM 23,4006,7000
50866,UN.WAREHAM 23  WA1S,4006,7000
50867,UN.WAREHAM 23  WA2S,4006,7000
50868,UN.WAREHAM 23  WA3S,4006,7000
50869,UN.WAREHAM 23  WA4S,4006,7000
4910,LD.WARREN  12.5T1 LD,4005,7000
4911,LD.WARREN  12.5T2 LD,4005,7000
4912,LD.WARREN  23  T5 LD,4005,7000
4913,LD.WARREN  23  T6 LD,4005,7000
407,UN.WASHNGTN34.5EPTD,4001,7000
446,UN.WASHNGTN34.5IND6,4001,7000
4082,LD.WASHNGTN34.5,4001,7000
4216,LD.WSHNGTN 14.4,4005,7000
4204,LD.WATER_ST13.8,4006,7000
4428,LD.WATRSTUI13.8,4004,7001
12564,UN.WATERBRY13.8WBRY,4004,7001
17186,LD.WATERFRD23,4004,7002
612,UN.WATER_RV23  W_J1,4008,7003
613,UN.WATER_RV115 W_J2,4008,7003
4343,LD.WATER_RV23,4008,7003
4604,LD.WATERSDE13.2,4004,7001
11842,UN.WATERSDE13.8WTSD,4004,7001
4109,LD.WATERTWN13.8,4008,7003
4133,LD.WATERBOR12.5,4001,7000
14841,LD.WEARE   34.5,4002,7000
401,UN.WEBSTER 34.5EAST,4002,7000
4392,LD.WEBSTER 34.5,4002,7000
4306,LD.WBSTR_ST13.8,4007,7000
16250,LD.WELFLEET23,4006,7000
4308,LD.WENDLDPT13.8,4007,7000
16873,LD.W_AMESBY23,4008,7003
16874,LD.W_AMESBY13.2,4008,7003
4916,LD.W_ANDOVR34.5T10 LD,4007,7000
4917,LD.W_ANDOVR34.5T20 LD,4007,7000
49022,LD.W_ANDOVR13.8T10 LD,4007,7000
49023,LD.W_ANDOVR13.8T20 LD,4007,7000
4371,LD.WESTBORO69,4007,7000
4478,LD.W_BOYLST13.8,4007,7000
4591,LD.W_BROKFD13.8,4004,7001
440,UN.W_BUXTON34.5HIRM,4001,7000
755,UN.W_BUXTON34.5BONE,4001,7000
4132,LD.W_BUXTON34.5,4001,7000
4318,LD.W_CHRLTN13.2,4007,7000
4285,LD.W_CRNSTN12.5,4005,7000
4118,LD.W_FRMHAM13.8,4008,7003
44024,LD.W_HAMDEN69,4007,7000
44025,LD.W_HAMDEN13.2,4007,7000
13692,LD.W_KENNEB115,4001,7000
4279,LD.W_KNGSTN34.5,4005,7000
38495,UN.W_KNGSTN34.5BIW,4005,7000
625,UN.W_MEDWAY13.8WMJ1,4008,7003
626,UN.W_MEDWAY13.8WMJ2,4008,7003
627,UN.MEDWAYJ313.8WMJ3,4006,7000
4352,LD.W_METHUE23,4008,7003
4919,LD.W_POND  23,4006,7000
4340,LD.W_SALEM 13.8,4008,7003
48162,LD.W_SALEM 23,4008,7003
4546,LD.WESTSIDE13.2,4004,7002
630,UN.W_SPRFLD13.8WS10,4007,7000
633,UN.W_SPRFLD13.8WSP3,4007,7000
1693,UN.W_SPRFLD13.8WSG1,4007,7000
1694,UN.W_SPRFLD13.8WSG2,4007,7000
2425,UN.W_SPRFLD13.8SPRF,4007,7000
4528,LD.W_SPRFLD13.8,4007,7000
14177,UN.WESTBRK 18.0WE1A,4001,7000
14178,UN.WESTBRK 18.0WE1B,4001,7000
10603,LD.WESTFORD13.2,4007,7000
4613,LD.WESTON  27.6,4004,7001
619,UN.WHITE_LK34.5WHLA,4002,7000
4387,LD.WHITE_LK34.5,4002,7000
337,UN.WHITEFLD34.5BETH,4002,7000
618,UN.WHITEFLD34.5WFPL,4002,7000
4384,LD.WHITEFLD34.5,4002,7000
4268,LD.WHTNS_PD13.8,4006,7000
620,UN.WILDER  13.8WILD,4002,7000
4331,LD.WILDER  13.8,4002,7000
621,UN.WILLIAM 6.9 WILL,4001,7000
4562,LD.WILLIAMS13.2,4004,7002
4914,LD.WILMATC 27.61X2 LD,4004,7002
4915,LD.WILMATC 27.62X2 LD,4004,7002
46736,LD.WILMATC 4.8 1X3 LD,4004,7002
46740,LD.WILMATC 4.8 2X3 LD,4004,7002
14825,LD.WILTON  13.8,4004,7001
4462,LD.WINDSOR 46,4003,7000
4541,LD.WNDSRLKS27.6,4004,7002
48161,LD.WNDSRLKS23,4004,7002
4247,LD.WINGLANE13.2,4006,7000
460,UN.WINSLOW 34.5LCKW,4001,7000
761,UN.WINSLOW 34.5SHAW,4001,7000
2426,UN.WINSLOW 34.5UNAH,4001,7000
4142,LD.WINSLOW 34.5,4001,7000
4084,LD.WOBURN  13.8,4008,7003
4288,LD.WOLF_HL 23,4005,7000
4276,LD.WOOD_RV 34.5,4005,7000
50835,UN.WOOD_RV 34.5ABFS,4005,7000
4349,LD.WOODCHUK13.2,4008,7003
628,UN.WOODLAND23  WOOD,4007,7000
4504,LD.WOODLAND23,4007,7000
4431,LD.WOODMONT13.8,4004,7001
4362,LD.WOODSIDE69,4007,7000
4169,LD.WOODSTCK34.5,4001,7000
35693,UN.WOODSTCK34.5SPMT,4001,7000
39678,LD.WOONSCKT13.8,4005,7000
4322,LD.WYMNGRDN115,4007,7000
636,UN.WYMAN_HY13.8WYM1,4001,7000
637,UN.WYMAN_HY13.8WYM2,4001,7000
638,UN.WYMAN_HY13.8WYM3,4001,7000
4152,LD.WYMAN_HY12.5,4001,7000
639,UN.YARMOUTH13.2YAR1,4001,7000
640,UN.YARMOUTH13.2YAR2,4001,7000
641,UN.YARMOUTH13.8YAR3,4001,7000
642,UN.YARMOUTH22  YAR4,4001,7000
4130,LD.YARMOUTH34.5,4001,7000
48724,UN.YARMOUTH6.9 CASB,4001,7000
